1,5,41,180,80,24
2,1,41,170,60,23
3,2,55,,,24
4,3,55,,,34
5,4,145,185,82,21
5,4,145,185,82,21
5,5,145,185,82,25
5,5,145,185,82,25
5,6,145,185,82,27
5,6,145,185,82,27
6,5,216,188,75,31
6,5,216,188,75,31
6,5,216,188,75,31
6,5,216,188,75,31
6,6,216,188,75,33
6,6,216,188,75,33
6,6,216,188,75,33
6,6,216,188,75,33
7,5,216,183,72,31
7,5,216,183,72,31
7,5,216,183,72,31
7,5,216,183,72,31
7,6,216,183,72,33
7,6,216,183,72,33
7,6,216,183,72,33
7,6,216,183,72,33
8,7,145,168,,18
8,7,145,168,,18
9,8,68,186,96,26
10,9,68,,,26
11,10,68,182,76.5,22
12,11,68,172,70,31
13,12,68,159,55.5,30
13,11,68,159,55.5,34
14,6,68,171,65,32
15,13,68,,,22
15,13,68,,,22
15,2,68,,,30
15,2,68,,,30
15,14,68,,,34
16,15,68,184,85,28
17,16,68,175,64,28
17,16,68,175,64,28
17,16,68,175,64,28
17,16,68,175,64,28
17,16,68,175,64,28
17,16,68,175,64,28
17,16,68,175,64,28
17,16,68,175,64,28
17,9,68,175,64,32
17,9,68,175,64,32
17,9,68,175,64,32
17,9,68,175,64,32
17,9,68,175,64,32
17,9,68,175,64,32
17,9,68,175,64,32
17,9,68,175,64,32
18,11,68,189,130,31
19,16,68,,,54
20,5,150,176,85,20
20,5,150,176,85,20
20,5,150,176,85,20
20,5,150,176,85,20
20,6,150,176,85,22
20,6,150,176,85,22
20,6,150,176,85,22
20,6,150,176,85,22
20,6,150,176,85,22
20,17,150,176,85,26
20,17,150,176,85,26
20,17,150,176,85,26
20,17,150,176,85,26
20,8,150,176,85,30
20,8,150,176,85,30
20,8,150,176,85,30
20,8,150,176,85,30
20,8,150,176,85,30
20,18,150,176,85,34
20,18,150,176,85,34
21,19,150,163,,27
22,20,169,170,125,22
23,11,150,187,89,22
23,21,150,187,89,26
24,22,150,,,24
24,22,150,,,24
24,23,150,,,27
25,2,150,,,24
26,24,150,169,65,17
27,24,145,,,26
28,25,150,170,77,43
28,26,150,170,77,47
29,4,145,,,22
30,12,145,189,72,26
30,11,145,189,72,30
31,27,64,174,70,24
32,13,150,,,23
33,5,68,187,76,24
33,12,68,187,76,28
34,1,69,187,76,30
35,17,150,190,98,24
36,12,145,194,78,21
36,12,145,194,78,21
36,12,145,194,78,21
36,11,145,194,78,25
36,11,145,194,78,25
37,12,150,182,64,23
38,2,150,,,20
39,13,150,,,33
39,13,150,,,33
39,13,150,,,33
40,9,150,,,23
40,28,150,,,27
40,28,150,,,27
40,22,150,,,31
40,22,150,,,31
40,22,150,,,31
41,2,150,,,28
42,13,150,,,25
43,5,150,185,75,34
44,17,64,182,73,25
44,17,64,182,73,25
44,8,64,182,73,29
44,8,64,182,73,29
44,8,64,182,73,29
45,27,150,,,41
46,27,150,194,93,33
46,16,150,194,93,45
46,9,150,194,93,49
46,28,150,194,93,53
46,22,150,194,93,57
47,2,150,177,74,22
47,2,150,177,74,22
47,14,150,177,74,26
47,29,150,177,74,30
48,1,125,,64,24
49,21,64,168,65,24
49,19,64,168,65,28
50,5,64,185,106,22
50,12,64,185,106,26
51,20,63,167,64,23
51,20,63,167,64,23
51,20,63,167,64,23
51,20,63,167,64,23
51,20,63,167,64,23
51,20,63,167,64,23
52,30,69,189,80,22
53,11,60,172,58,24
54,16,94,,,NA
55,20,63,170,65,26
56,28,69,,,21
56,28,69,,,21
57,4,32,176,66,24
58,14,32,,,NA
58,14,32,,,NA
59,28,32,164,71,24
59,22,32,164,71,28
60,22,32,172,75,24
61,22,32,175,72,26
62,20,100,198,90,21
63,19,63,194,87,30
64,5,39,,,31
65,20,14,165,49,21
66,26,189,156,,NA
67,19,171,179,80,22
67,1,171,179,80,26
68,11,8,178,76,23
68,11,8,178,76,23
69,19,63,185,72,19
70,11,52,167,65,26
71,5,52,172,82,27
71,5,52,172,82,27
72,21,25,180,83,24
72,19,25,180,83,28
73,19,69,182,86,23
73,1,69,182,86,27
73,20,69,182,86,31
74,1,8,182,73,30
75,21,81,178,70,22
76,11,43,185,82,22
77,25,43,166,75,27
78,12,207,,,26
79,14,40,,,23
80,12,63,186,83,22
81,21,81,190,77,22
82,11,130,183,75,26
83,5,40,,,22
84,21,216,165,55,26
85,30,63,181,82,24
85,10,63,181,82,28
85,24,63,181,82,32
86,10,63,182,67,22
86,24,63,182,67,26
87,23,214,188,97,29
88,10,214,168,105,25
89,24,40,,,21
90,21,171,163,60,21
90,21,171,163,60,21
91,1,100,190,80,27
92,19,100,180,73,21
93,21,69,190,85,34
93,19,69,190,85,38
94,24,40,,,38
95,21,81,155,43,35
96,21,144,168,60,18
97,30,144,180,70,16
98,25,130,169,75,30
98,25,130,169,75,30
98,25,130,169,75,30
99,5,90,181,79,30
100,27,90,,,22
100,27,90,,,22
101,26,148,170,51,25
102,2,60,,,NA
102,29,60,,,NA
103,27,100,,,25
104,26,39,,,26
105,1,3,175,75,19
105,20,3,175,75,23
106,4,100,188,96,22
106,12,100,188,96,29
106,11,100,188,96,34
107,24,100,182,90,22
107,4,100,182,90,26
107,5,100,182,90,30
107,12,100,182,90,34
108,10,100,187,97,20
108,24,100,187,97,25
108,4,100,187,97,29
108,5,100,187,97,33
109,30,112,176,64,23
109,30,112,176,64,23
109,10,112,176,64,27
110,20,30,175,66,20
111,12,154,190,88,22
112,23,96,169,67,21
113,21,96,175,80,22
114,10,112,160,65,20
115,5,154,181,74,24
116,22,210,,60,28
116,23,60,,60,32
117,4,119,178,78,22
117,4,119,178,78,22
118,11,60,165,65,22
119,9,60,,,19
120,21,96,170,70,26
121,31,154,168,55,23
122,21,166,173,77,28
123,11,154,178,80,25
123,21,154,178,80,29
123,1,154,178,80,37
124,9,60,,,31
125,24,126,170,62,28
126,15,94,164,58,20
127,21,154,165,60,20
127,19,154,165,60,24
127,1,154,165,60,28
128,1,94,173,60,28
129,19,14,181,74,22
130,19,14,182,76,18
131,11,14,159,53,33
132,1,100,171,64,28
133,3,79,,,NA
134,11,100,192,90,23
135,20,145,178,72,23
136,11,100,195,85,29
137,23,100,175,64,15
137,25,100,175,64,19
138,20,96,180,104,24
139,32,81,,,NA
140,12,36,172,80,42
140,11,36,172,80,46
141,20,95,167,58,30
141,20,95,167,58,30
142,29,216,183,75,26
143,19,12,184,87,21
144,19,170,179,80,23
145,31,216,175,70,24
145,15,216,175,70,28
145,15,216,175,70,28
146,30,36,179,71,19
147,12,36,160,57,41
148,19,36,164,63,21
149,20,216,163,52,30
150,3,216,,,23
151,3,216,,,42
152,11,36,185,91,34
153,19,216,191,88,23
154,19,125,165,57,40
155,11,60,185,98,22
155,21,60,185,98,26
155,1,60,185,98,34
156,19,60,195,94,23
157,21,60,192,83,22
157,19,60,192,83,26
158,19,60,,,21
159,19,60,167,60,15
159,19,60,167,60,15
159,1,60,167,60,19
160,19,61,163,57,25
161,20,60,203,97,28
162,5,60,,,25
162,12,60,,,29
163,22,210,,,NA
163,22,210,,,NA
163,22,210,,,NA
163,22,210,,,NA
163,22,210,,,NA
163,22,210,,,NA
163,22,210,,,NA
163,22,210,,,NA
164,5,60,,,22
165,21,216,175,56,20
166,23,196,168,57,21
166,26,196,168,57,29
167,9,69,,,NA
168,26,112,169,68,23
169,24,103,158,49,19
170,20,60,172,61,18
171,11,60,174,70,25
172,11,60,168,68,32
173,26,189,170,,NA
174,22,210,,,19
175,9,60,,,31
176,22,210,,,NA
177,11,60,174,69,23
178,22,189,180,56,23
178,25,189,180,56,32
179,26,189,176,,NA
179,26,189,176,,NA
180,11,60,154,48,18
180,21,60,154,48,22
181,11,60,153,46,18
182,5,60,,,29
183,22,210,,,NA
184,21,60,186,100,30
185,16,60,,,31
185,16,60,,,31
185,16,60,,,31
185,9,60,,,35
185,9,60,,,35
186,22,210,,,NA
187,30,60,152,52,32
188,24,60,193,82,24
189,25,189,162,,NA
190,16,60,,,NA
191,5,60,,,20
192,26,60,189,85,25
193,16,60,,,21
193,16,60,,,21
193,16,60,,,21
193,9,60,,,25
193,9,60,,,25
193,22,210,,,33
194,22,210,176,,NA
195,9,60,,81,24
195,22,210,,81,32
196,30,206,183,76,24
197,4,60,172,68,28
198,19,60,,,29
199,24,60,178,67,23
199,4,60,178,67,27
200,5,60,,,24
201,21,60,188,92,25
202,26,60,198,80,19
202,30,60,198,80,23
203,19,60,197,87,23
203,20,60,197,87,31
204,12,115,176,74,21
205,23,60,,,24
206,22,210,,,18
206,23,60,,,22
207,27,60,,,21
207,16,60,,,33
207,16,60,,,33
207,9,60,,,37
207,9,60,,,37
207,9,60,,,37
207,9,60,,,37
208,9,60,,,20
209,22,210,,,NA
210,24,60,188,79,27
211,22,210,,,16
211,23,60,,,21
211,23,60,,,21
212,19,60,180,120,30
213,19,60,170,60,28
213,20,60,170,60,36
213,20,60,170,60,36
214,5,60,,,21
215,21,60,190,83,21
216,11,60,190,95,26
217,11,60,165,48,22
218,11,60,195,95,27
219,23,60,,,28
220,22,210,,,NA
221,12,60,,,24
222,30,60,157,48,22
223,16,60,,,19
223,16,60,,,19
223,16,60,,,19
223,16,60,,,19
223,16,60,,,19
223,16,60,,,19
223,16,60,,,19
223,16,60,,,19
224,16,60,,,NA
225,21,60,165,57,23
225,19,60,165,57,27
225,20,60,165,57,35
226,26,189,,,NA
227,20,60,188,89,27
228,20,60,176,60,24
229,20,60,175,81,26
230,16,60,,,NA
230,16,60,,,NA
230,16,60,,,NA
230,16,60,,,NA
230,16,60,,,NA
230,16,60,,,NA
230,16,60,,,NA
230,16,60,,,NA
231,19,60,,,41
232,1,60,173,77,24
232,20,60,173,77,28
233,19,60,159,51,17
234,19,189,170,58,21
235,24,60,,,25
236,1,60,170,94,21
236,20,60,170,94,25
237,9,69,,,20
238,21,60,170,70,36
238,19,60,170,70,40
239,20,3,184,68,23
240,20,60,160,46,19
241,1,60,170,60,23
242,20,60,165,60,20
243,1,60,194,96,23
244,11,60,167,63,22
244,11,60,167,63,22
244,11,60,167,63,22
244,11,60,167,63,22
244,11,60,167,63,22
245,19,60,,,21
246,20,60,207,90,26
247,10,3,170,63,24
248,4,3,170,63,19
248,5,3,170,63,23
249,19,3,173,60,22
249,1,3,173,60,26
250,1,94,170,80,22
250,20,94,170,80,26
251,20,19,176,56,27
251,20,19,176,56,27
252,19,12,178,66,30
252,1,12,178,66,34
253,5,166,177,65,19
253,12,166,177,65,23
254,4,56,170,57,21
254,5,56,170,57,25
255,29,60,,,21
255,29,60,,,21
255,27,60,,,29
255,27,60,,,29
255,27,60,,,29
255,27,60,,,29
255,16,60,,,41
256,11,216,178,61,23
256,21,216,178,61,27
256,19,216,178,61,31
256,1,216,178,61,35
257,11,12,169,74,19
257,21,12,169,74,23
257,19,12,169,74,27
258,19,159,,,17
259,24,36,173,59,21
259,24,36,173,59,21
259,24,36,173,59,21
260,26,189,,,NA
261,30,94,183,75,24
262,1,43,176,60,26
263,12,47,185,67,23
264,11,36,175,85,29
265,24,60,,,31
266,21,60,165,60,22
267,4,60,180,76,19
267,4,60,180,76,19
267,5,60,180,76,23
267,5,60,180,76,23
268,12,39,,71,25
269,20,43,180,67,27
270,4,60,188,78,23
271,9,60,,,27
272,20,105,165,60,30
273,20,31,147,50,17
274,10,96,184,70,24
275,11,112,180,73,22
276,12,126,163,61,24
276,11,126,163,61,28
277,11,60,160,53,19
277,11,60,160,53,19
277,19,60,160,53,27
278,5,126,,,25
279,12,31,172,90,23
279,11,31,172,90,27
280,11,189,175,55,19
281,29,92,,,NA
281,29,92,,,NA
282,22,96,180,117.5,30
282,23,96,180,117.5,34
283,24,111,169,65,22
284,10,195,,,27
285,10,96,,,NA
286,30,112,169,60,23
286,30,112,169,60,23
287,22,96,156,59,20
288,5,166,176,68,17
289,4,129,168,54,17
290,11,30,,,14
291,24,111,172,70,26
292,30,94,178,74,34
293,24,103,175,80,30
294,24,30,175,,NA
295,26,65,174,55,29
296,25,126,173,64,24
297,22,154,169,91,38
298,23,154,181,72,23
299,19,96,163,56,22
299,1,96,163,56,26
300,22,96,178,,NA
300,22,96,178,,NA
301,22,96,177,,NA
302,16,154,,,NA
303,10,96,160,,NA
304,27,60,,,21
304,16,60,,,33
305,24,111,180,72,24
306,12,209,,,39
307,4,224,,,23
308,10,112,,,21
308,10,112,,,21
309,9,154,,,30
310,21,91,158,58,32
311,21,96,185,80,21
312,21,96,175,75,22
313,25,148,172,66,21
313,25,148,172,66,21
313,26,148,172,66,25
313,26,148,172,66,25
314,19,36,180,59,22
315,1,60,166,61,26
316,26,214,160,62,26
317,25,158,181,73,24
317,25,158,181,73,24
317,25,158,181,73,24
317,25,158,181,73,24
317,25,158,181,73,24
318,1,96,,,20
319,5,60,,,28
320,5,60,,,18
321,19,166,164,55,27
322,4,60,184,79,20
323,21,216,187,83,31
324,5,96,,88,32
325,5,60,,,25
326,4,209,176,,NA
326,4,209,176,,NA
326,4,209,176,,NA
326,4,209,176,,NA
326,4,209,176,,NA
326,4,209,176,,NA
327,24,209,165,,NA
328,22,96,180,,NA
329,5,112,,,21
330,2,60,,,23
331,12,126,188,77,21
331,12,126,188,77,21
331,12,126,188,77,21
331,11,126,188,77,25
